CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
13780.0,6,57,360.01,4,3,2,Loyal Customer
13781.0,250,17,127.84,1,1,1,At Risk
13782.0,12,115,912.0,4,4,3,Champion
13784.0,9,31,2462.79,4,2,4,Regular Customer
13786.0,366,7,230.39999999999998,1,1,1,At Risk
13787.0,75,31,309.04,2,2,2,At Risk
13790.0,3,45,348.8,4,3,2,Loyal Customer
13791.0,127,11,1516.0,2,1,3,At Risk
13792.0,65,13,195.55,2,1,1,At Risk
13798.0,0,349,37153.85,4,4,4,Champion
13799.0,116,39,688.86,2,2,3,At Risk
13800.0,309,33,558.32,1,2,2,At Risk
13801.0,66,23,324.8,2,2,2,At Risk
13802.0,138,60,4599.42,2,3,4,Loyal Customer
13803.0,254,17,277.07,1,1,1,At Risk
13804.0,30,137,2635.79,3,4,4,Loyal Customer
13805.0,51,13,924.6,2,1,3,At Risk
13806.0,63,10,256.38,2,1,1,At Risk
13807.0,366,7,112.6,1,1,1,At Risk
13808.0,5,76,1747.66,4,3,4,Loyal Customer
13809.0,304,12,155.05,1,1,1,At Risk
13810.0,28,35,1499.01,3,2,3,Regular Customer
13811.0,183,13,814.5,1,1,3,At Risk
13812.0,41,36,539.0,3,2,2,Regular Customer
13813.0,39,69,1366.8600000000001,3,3,3,Loyal Customer
13814.0,91,57,1579.12,2,3,3,Loyal Customer
13815.0,21,176,4027.36,3,4,4,Loyal Customer
13816.0,23,28,571.6700000000001,3,2,2,Regular Customer
13817.0,28,24,382.98,3,2,2,Regular Customer
13819.0,301,36,1140.35,1,2,3,At Risk
13821.0,144,59,385.64,1,3,2,Loyal Customer
13822.0,5,96,632.0,4,3,2,Loyal Customer
13823.0,18,40,957.66,3,2,3,Regular Customer
13824.0,32,46,1698.94,3,3,4,Loyal Customer
13826.0,175,10,189.5,1,1,1,At Risk
13827.0,57,93,412.05,2,3,2,Loyal Customer
13828.0,21,15,209.49,3,1,1,Regular Customer
13831.0,15,74,2202.99,4,3,4,Loyal Customer
13832.0,18,3,52.199999999999996,3,1,1,Regular Customer
13833.0,158,29,384.8,1,2,2,At Risk
13835.0,24,55,834.57,3,3,3,Loyal Customer
13837.0,211,19,271.24,1,2,1,At Risk
13838.0,5,174,691.73,4,4,3,Champion
13841.0,252,1,85.0,1,1,1,At Risk
13842.0,58,206,3385.62,2,4,4,Loyal Customer
13844.0,10,20,361.62,4,2,2,Regular Customer
13845.0,64,9,312.98,2,1,2,At Risk
13846.0,24,55,865.0600000000001,3,3,3,Loyal Customer
13848.0,91,5,1255.0,2,1,3,At Risk
13849.0,51,101,1537.95,2,4,3,Loyal Customer
13850.0,128,93,1595.48,2,3,3,Loyal Customer
13851.0,95,81,2651.46,2,3,4,Loyal Customer
13853.0,56,23,1090.14,2,2,3,At Risk
13854.0,8,110,8109.5199999999995,4,4,4,Champion
13856.0,168,14,388.5,1,1,2,At Risk
13858.0,56,11,216.17,2,1,1,At Risk
13859.0,325,28,201.16,1,2,1,At Risk
13860.0,0,76,1245.9,4,3,3,Loyal Customer
13862.0,17,139,2209.36,4,4,4,Champion
13863.0,247,20,305.78,1,2,1,At Risk
13865.0,57,30,501.56,2,2,2,At Risk
13866.0,73,7,145.67000000000002,2,1,1,At Risk
13867.0,30,61,1015.29,3,3,3,Loyal Customer
13868.0,6,33,3192.54,4,2,4,Regular Customer
13869.0,122,307,3104.95,2,4,4,Loyal Customer
13870.0,1,115,2770.94,4,4,4,Champion
13871.0,22,336,6403.25,3,4,4,Loyal Customer
13873.0,119,23,389.6,2,2,2,At Risk
13874.0,357,18,540.45,1,2,2,At Risk
13875.0,53,104,1786.79,2,4,4,Loyal Customer
13876.0,63,7,122.7,2,1,1,At Risk
13877.0,85,3,117.24,2,1,1,At Risk
13878.0,54,36,1281.53,2,2,3,At Risk
13880.0,20,165,3219.77,3,4,4,Loyal Customer
13881.0,3,178,17159.52,4,4,4,Champion
13882.0,2,65,1191.13,4,3,3,Loyal Customer
13883.0,10,142,2674.48,4,4,4,Champion
13884.0,6,59,787.6,4,3,3,Loyal Customer
13885.0,188,28,506.8,1,2,2,At Risk
13886.0,70,16,243.56,2,1,1,At Risk
13887.0,203,19,349.55,1,2,2,At Risk
13888.0,119,40,605.63,2,2,2,At Risk
13889.0,92,15,416.90000000000003,2,1,2,At Risk
13890.0,0,110,1883.8100000000002,4,4,4,Champion
13892.0,26,27,632.97,3,2,2,Regular Customer
13893.0,297,21,821.1,1,2,3,At Risk
13894.0,23,27,564.62,3,2,2,Regular Customer
13895.0,27,118,2593.07,3,4,4,Loyal Customer
13897.0,49,17,311.16,3,1,2,Regular Customer
13898.0,325,12,155.93,1,1,1,At Risk
13899.0,15,19,388.52,4,2,2,Regular Customer
13900.0,182,43,740.95,1,3,3,Loyal Customer
13901.0,71,149,2867.2,2,4,4,Loyal Customer
13904.0,36,26,332.64,3,2,2,Regular Customer
13908.0,79,122,2369.55,2,4,4,Loyal Customer
13911.0,56,148,2580.91,2,4,4,Loyal Customer
13914.0,11,33,626.45,4,2,2,Regular Customer
13917.0,49,18,272.04,3,2,1,Regular Customer
13918.0,49,30,1212.8400000000001,3,2,3,Regular Customer
13919.0,58,28,384.81,2,2,2,At Risk
13922.0,351,7,172.25,1,1,1,At Risk
13923.0,53,20,351.13,2,2,2,At Risk
13924.0,1,117,1838.8500000000001,4,4,4,Champion
13925.0,92,41,678.25,2,2,3,At Risk
13926.0,22,11,223.85000000000002,3,1,1,Regular Customer
13927.0,74,21,348.99,2,2,2,At Risk
13928.0,10,27,464.57,4,2,2,Regular Customer
13929.0,168,9,842.65,1,1,3,At Risk
13930.0,57,17,337.34,2,1,2,At Risk
13931.0,95,58,1237.53,2,3,3,Loyal Customer
13932.0,294,16,307.4,1,1,2,At Risk
13933.0,108,23,608.7900000000001,2,2,2,At Risk
13934.0,263,31,922.1,1,2,3,At Risk
13936.0,179,26,376.58,1,2,2,At Risk
13937.0,168,9,158.85,1,1,1,At Risk
13938.0,34,7,71.66,3,1,1,Regular Customer
13939.0,22,45,568.55,3,3,2,Loyal Customer
13940.0,16,49,839.14,4,3,3,Loyal Customer
13941.0,21,45,5112.96,3,3,4,Loyal Customer
13946.0,78,11,561.5699999999999,2,1,2,At Risk
13947.0,64,5,90.6,2,1,1,At Risk
13948.0,360,3,102.0,1,1,1,At Risk
13949.0,2,160,2427.32,4,4,4,Champion
13950.0,10,35,745.06,4,2,3,Regular Customer
13951.0,175,39,674.45,1,2,2,At Risk
13952.0,217,137,3251.071,1,4,4,Loyal Customer
13953.0,6,20,3515.68,4,2,4,Regular Customer
13954.0,1,25,439.92,4,2,2,Regular Customer
13955.0,153,33,322.96,1,2,2,At Risk
13956.0,4,152,1026.42,4,4,3,Champion
13959.0,78,92,598.2,2,3,2,Loyal Customer
13960.0,20,12,230.22,3,1,1,Regular Customer
13962.0,21,11,169.55,3,1,1,Regular Customer
13963.0,307,35,664.54,1,2,2,At Risk
13967.0,145,2,80.7,1,1,1,At Risk
13969.0,6,626,9053.94,4,4,4,Champion
13971.0,18,149,2758.26,3,4,4,Loyal Customer
13972.0,70,15,190.25,2,1,1,At Risk
13973.0,286,11,264.7,1,1,1,At Risk
13974.0,48,28,413.59000000000003,3,2,2,Regular Customer
13975.0,30,338,2526.28,3,4,4,Loyal Customer
13976.0,206,10,357.98,1,1,2,At Risk
13978.0,14,15,196.79000000000002,4,1,1,Regular Customer
13979.0,72,54,869.87,2,3,3,Loyal Customer
13980.0,59,11,200.14,2,1,1,At Risk
13982.0,38,111,1871.81,3,4,4,Loyal Customer
13983.0,29,107,2603.43,3,4,4,Loyal Customer
13984.0,26,16,920.51,3,1,3,Regular Customer
13985.0,3,351,7060.13,4,4,4,Champion
13986.0,16,13,320.46,4,1,2,Regular Customer
13988.0,19,234,4147.96,3,4,4,Loyal Customer
13989.0,65,41,1266.08,2,2,3,At Risk
13990.0,212,16,311.3,1,1,2,At Risk
13991.0,11,84,855.97,4,3,3,Loyal Customer
13992.0,29,5,76.8,3,1,1,Regular Customer
13993.0,42,121,3466.36,3,4,4,Loyal Customer
13994.0,3,155,2313.14,4,4,4,Champion
13995.0,14,86,1393.69,4,3,3,Loyal Customer
13999.0,9,208,3901.81,4,4,4,Champion
14000.0,210,15,635.66,1,1,2,At Risk
14001.0,45,39,2043.0800000000002,3,2,4,Regular Customer
14002.0,133,47,529.73,2,3,2,Loyal Customer
14004.0,42,171,4582.64,3,4,4,Loyal Customer
14005.0,9,84,2874.72,4,3,4,Loyal Customer
14006.0,115,30,962.19,2,2,3,At Risk
14009.0,197,42,695.61,1,3,3,Loyal Customer
14012.0,277,11,328.8,1,1,2,At Risk
14013.0,109,34,473.02,2,2,2,At Risk
14014.0,76,39,505.18,2,2,2,At Risk
14015.0,52,20,917.34,2,2,3,At Risk
14016.0,161,161,4341.21,1,4,4,Loyal Customer
14019.0,46,66,1421.61,3,3,3,Loyal Customer
14020.0,16,39,642.8,4,2,2,Regular Customer
14021.0,154,22,631.9,1,2,2,At Risk
14022.0,224,28,440.0,1,2,2,At Risk
14023.0,6,31,584.07,4,2,2,Regular Customer
14024.0,121,16,327.7,2,1,2,At Risk
14027.0,60,6,104.82,2,1,1,At Risk
14029.0,62,15,467.66,2,1,2,At Risk
14030.0,17,243,2360.09,4,4,4,Champion
14031.0,6,250,17286.86,4,4,4,Champion
14032.0,1,143,2975.59,4,4,4,Champion
14034.0,21,89,651.8199999999999,3,3,2,Loyal Customer
14035.0,28,66,1428.02,3,3,3,Loyal Customer
14036.0,284,38,626.65,1,2,2,At Risk
14037.0,175,28,147.20000000000002,1,2,1,At Risk
14038.0,77,92,1560.38,2,3,3,Loyal Customer
14039.0,32,6,152.2,3,1,1,Regular Customer
14040.0,40,235,3614.92,3,4,4,Loyal Customer
14041.0,265,21,141.41,1,2,1,At Risk
14044.0,26,209,652.82,3,4,2,Loyal Customer
14045.0,108,6,1659.75,2,1,3,At Risk
14046.0,283,14,154.99,1,1,1,At Risk
14047.0,8,32,1308.6100000000001,4,2,3,Regular Customer
14048.0,304,85,409.93,1,3,2,Loyal Customer
14049.0,16,488,5681.72,4,4,4,Champion
14050.0,31,54,746.36,3,3,3,Loyal Customer
14051.0,0,210,15610.390000000001,4,4,4,Champion
14052.0,19,56,225.36,3,3,1,Loyal Customer
14053.0,123,4,260.25,2,1,1,At Risk
14054.0,64,6,92.46,2,1,1,At Risk
14055.0,105,10,725.6400000000001,2,1,3,At Risk
14056.0,0,1106,8214.65,4,4,4,Champion
14057.0,23,284,6217.96,3,4,4,Loyal Customer
14059.0,266,8,183.6,1,1,1,At Risk
14060.0,4,202,6140.42,4,4,4,Champion
14062.0,9,111,10464.85,4,4,4,Champion
14064.0,28,80,1353.74,3,3,3,Loyal Customer
14066.0,266,7,152.55,1,1,1,At Risk
14067.0,63,52,374.7,2,3,2,Loyal Customer
14068.0,319,24,265.85,1,2,1,At Risk
14071.0,3,324,1438.82,4,4,3,Champion
14073.0,31,13,151.04,3,1,1,Regular Customer
14075.0,4,43,942.26,4,3,3,Loyal Customer
14076.0,128,46,122.47,2,3,1,Loyal Customer
14077.0,40,42,499.41999999999996,3,3,2,Loyal Customer
14078.0,101,65,1049.37,2,3,3,Loyal Customer
14079.0,124,12,375.1,2,1,2,At Risk
14080.0,32,4,45.599999999999994,3,1,1,Regular Customer
14081.0,301,153,934.52,1,4,3,Loyal Customer
14082.0,364,29,182.25,1,2,1,At Risk
14083.0,3,181,1018.43,4,4,3,Champion
14085.0,1,450,4448.54,4,4,4,Champion
14087.0,2,69,194.42,4,3,1,Loyal Customer
14088.0,9,589,50491.81,4,4,4,Champion
14089.0,56,14,161.0,2,1,1,At Risk
14090.0,324,1,76.32000000000001,1,1,1,At Risk
14092.0,7,214,4076.91,4,4,4,Champion
14093.0,11,105,442.85,4,4,2,Champion
14096.0,3,5111,65164.79,4,4,4,Champion
14098.0,36,21,147.35,3,2,1,Regular Customer
14099.0,15,250,3104.17,4,4,4,Champion
14100.0,137,26,194.9,2,2,1,At Risk
14101.0,73,35,5976.79,2,2,4,At Risk
14102.0,4,79,1360.28,4,3,3,Loyal Customer
14104.0,154,21,216.20999999999998,1,2,1,At Risk
14105.0,238,74,1266.23,1,3,3,Loyal Customer
14107.0,51,123,2703.23,2,4,4,Loyal Customer
14108.0,30,34,597.91,3,2,2,Regular Customer
14109.0,72,9,144.2,2,1,1,At Risk
14110.0,3,156,5683.15,4,4,4,Champion
14111.0,13,10,692.85,4,1,3,Regular Customer
14112.0,22,160,2915.15,3,4,4,Loyal Customer
14113.0,3,34,1840.42,4,2,4,Regular Customer
14114.0,273,15,386.53,1,1,2,At Risk
14116.0,19,72,1382.74,3,3,3,Loyal Customer
14117.0,143,3,90.0,1,1,1,At Risk
14121.0,3,159,2780.15,4,4,4,Champion
14124.0,83,5,419.58000000000004,2,1,2,At Risk
14125.0,10,167,2740.43,4,4,4,Champion
14126.0,7,15,706.1300000000001,4,1,3,Regular Customer
14127.0,122,44,709.71,2,3,3,Loyal Customer
14128.0,60,46,637.5,2,3,2,Loyal Customer
14129.0,1,52,1123.8600000000001,4,3,3,Loyal Customer
14130.0,318,67,483.86,1,3,2,Loyal Customer
14132.0,1,200,3586.0299999999997,4,4,4,Champion
14133.0,129,28,605.64,2,2,2,At Risk
14135.0,1,134,4690.31,4,4,4,Champion
14138.0,1,47,982.3800000000001,4,3,3,Loyal Customer
14139.0,45,26,415.82,3,2,2,Regular Customer
14140.0,3,66,935.05,4,3,3,Loyal Customer
14141.0,2,40,915.13,4,2,3,Regular Customer
14142.0,372,22,311.81,1,2,2,At Risk
14143.0,133,7,115.8,2,1,1,At Risk
14145.0,46,11,3742.2,3,1,4,Regular Customer
14146.0,8,210,4191.0,4,4,4,Champion
14147.0,77,5,483.4,2,1,2,At Risk
14148.0,233,3,157.2,1,1,1,At Risk
14149.0,220,28,446.62,1,2,2,At Risk
14150.0,35,26,658.64,3,2,2,Regular Customer
14152.0,74,49,621.29,2,3,2,Loyal Customer
14154.0,238,52,1345.62,1,3,3,Loyal Customer
14155.0,265,6,118.75,1,1,1,At Risk
14156.0,9,1400,117379.63,4,4,4,Champion
14157.0,19,48,432.88,3,3,2,Loyal Customer
14158.0,39,41,507.66,3,2,2,Regular Customer
14159.0,19,1204,4693.01,3,4,4,Loyal Customer
14161.0,215,108,1110.52,1,4,3,Loyal Customer
14162.0,173,25,289.36,1,2,1,At Risk
14163.0,86,52,2445.91,2,3,4,Loyal Customer
14164.0,70,29,1631.77,2,2,3,At Risk
14165.0,275,25,122.53999999999999,1,2,1,At Risk
14167.0,38,52,574.84,3,3,2,Loyal Customer
14171.0,97,58,363.79,2,3,2,Loyal Customer
14173.0,10,29,450.84,4,2,2,Regular Customer
14174.0,32,26,134.46,3,2,1,Regular Customer
14175.0,59,149,3222.3,2,4,4,Loyal Customer
14176.0,296,31,576.9000000000001,1,2,2,At Risk
14177.0,85,42,559.41,2,3,2,Loyal Customer
14178.0,8,327,1620.93,4,4,3,Champion
14179.0,40,165,719.78,3,4,3,Loyal Customer
14180.0,10,240,4748.52,4,4,4,Champion
14184.0,66,24,452.89,2,2,2,At Risk
14185.0,330,3,197.65,1,1,1,At Risk
14188.0,30,65,2054.36,3,3,4,Loyal Customer
14189.0,1,265,4654.08,4,4,4,Champion
14191.0,1,259,4684.76,4,4,4,Champion
14193.0,67,42,853.39,2,3,3,Loyal Customer
14194.0,4,579,11349.52,4,4,4,Champion
14195.0,201,7,1012.0,1,1,3,At Risk
14196.0,106,6,335.52,2,1,2,At Risk
14198.0,17,39,701.4,4,2,3,Regular Customer
14199.0,217,2,185.39999999999998,1,1,1,At Risk
14201.0,59,37,747.44,2,2,3,At Risk
14204.0,1,44,161.03,4,3,1,Loyal Customer
14205.0,16,24,466.7,4,2,2,Regular Customer
14206.0,238,20,328.15999999999997,1,2,2,At Risk
14208.0,94,10,151.74,2,1,1,At Risk
14209.0,10,87,2073.43,4,3,4,Loyal Customer
14210.0,105,102,1905.8400000000001,2,4,4,Loyal Customer
14211.0,52,112,2241.1,2,4,4,Loyal Customer
14212.0,89,9,1070.48,2,1,3,At Risk
14214.0,30,67,1004.38,3,3,3,Loyal Customer
14215.0,11,108,1789.72,4,4,4,Champion
14216.0,2,59,1839.3,4,3,4,Loyal Customer
14217.0,1,100,2004.98,4,3,4,Loyal Customer
14218.0,42,12,169.48000000000002,3,1,1,Regular Customer
14219.0,3,7,89.94,4,1,1,Regular Customer
14220.0,246,21,632.4,1,2,2,At Risk
14221.0,41,193,3432.8,3,4,4,Loyal Customer
14222.0,176,41,683.17,1,2,3,At Risk
14223.0,91,60,991.13,2,3,3,Loyal Customer
14224.0,109,118,1050.12,2,4,3,Loyal Customer
14226.0,28,67,2232.19,3,3,4,Loyal Customer
14227.0,25,175,3350.96,3,4,4,Loyal Customer
14229.0,51,40,1547.2,2,2,3,At Risk
14231.0,183,50,925.71,1,3,3,Loyal Customer
14232.0,42,115,2048.07,3,4,4,Loyal Customer
14233.0,48,35,1462.72,3,2,3,Regular Customer
14234.0,21,159,775.46,3,4,3,Loyal Customer
14235.0,74,79,3144.86,2,3,4,Loyal Customer
14236.0,80,15,490.86,2,1,2,At Risk
14237.0,372,9,161.0,1,1,1,At Risk
14238.0,325,8,146.85,1,1,1,At Risk
14239.0,42,112,2380.85,3,4,4,Loyal Customer
14240.0,29,42,890.34,3,3,3,Loyal Customer
14241.0,183,10,213.70000000000002,1,1,1,At Risk
14242.0,234,16,280.55,1,1,1,At Risk
14243.0,8,141,2588.77,4,4,4,Champion
14245.0,219,108,1693.45,1,4,4,Loyal Customer
14246.0,110,75,1474.06,2,3,3,Loyal Customer
14247.0,277,20,136.76999999999998,1,2,1,At Risk
14248.0,317,8,302.58,1,1,1,At Risk
14250.0,6,111,1904.05,4,4,4,Champion
14251.0,1,78,2879.7000000000003,4,3,4,Loyal Customer
14256.0,259,53,969.0600000000001,1,3,3,Loyal Customer
14257.0,63,106,3099.7200000000003,2,4,4,Loyal Customer
14258.0,8,111,12669.98,4,4,4,Champion
14259.0,141,5,120.0,2,1,1,At Risk
14261.0,50,52,1163.45,3,3,3,Loyal Customer
14262.0,7,143,2618.23,4,4,4,Champion
14264.0,154,17,333.97,1,1,2,At Risk
14265.0,108,31,530.18,2,2,2,At Risk
14267.0,162,55,1516.24,1,3,3,Loyal Customer
14270.0,331,29,492.65000000000003,1,2,2,At Risk
14271.0,225,10,112.32,1,1,1,At Risk
14272.0,73,33,437.96,2,2,2,At Risk
14273.0,50,29,559.97,3,2,2,Regular Customer
14276.0,98,64,1119.74,2,3,3,Loyal Customer
14277.0,14,225,4216.2,4,4,4,Champion
14280.0,196,8,134.04,1,1,1,At Risk
14282.0,2,156,3729.34,4,4,4,Champion
14284.0,30,32,595.25,3,2,2,Regular Customer
14285.0,20,27,1910.01,3,2,4,Regular Customer
14286.0,23,280,4628.75,3,4,4,Loyal Customer
14287.0,7,9,176.63,4,1,1,Regular Customer
14288.0,212,16,426.6,1,1,2,At Risk
14289.0,8,47,911.26,4,3,3,Loyal Customer
14290.0,10,101,2314.65,4,4,4,Champion
14291.0,1,237,3883.25,4,4,4,Champion
14292.0,7,100,4871.93,4,3,4,Loyal Customer
14293.0,2,61,1046.56,4,3,3,Loyal Customer
14295.0,39,5,166.20000000000002,3,1,1,Regular Customer
14297.0,17,62,1305.33,4,3,3,Loyal Customer
14298.0,7,1637,51527.3,4,4,4,Champion
14299.0,7,143,3965.62,4,4,4,Champion
14300.0,18,3,43.2,3,1,1,Regular Customer
14301.0,116,13,640.14,2,1,2,At Risk
14304.0,222,17,383.45,1,1,2,At Risk
14305.0,70,105,1858.96,2,4,4,Loyal Customer
14306.0,50,33,2093.32,3,2,4,Regular Customer
14307.0,88,180,2995.72,2,4,4,Loyal Customer
14309.0,7,117,2352.53,4,4,4,Champion
14311.0,242,20,310.26,1,2,2,At Risk
14312.0,46,87,1611.59,3,3,3,Loyal Customer
14314.0,106,8,120.0,2,1,1,At Risk
14315.0,44,101,2481.13,3,4,4,Loyal Customer
14317.0,64,24,508.58000000000004,2,2,2,At Risk
14320.0,206,31,477.79,1,2,2,At Risk
14321.0,10,123,1530.75,4,4,3,Champion
14323.0,114,36,605.0600000000001,2,2,2,At Risk
14326.0,241,8,183.85,1,1,1,At Risk
14327.0,162,12,311.65,1,1,2,At Risk
14329.0,16,259,5014.84,4,4,4,Champion
14331.0,123,28,462.65999999999997,2,2,2,At Risk
14332.0,22,26,866.31,3,2,3,Regular Customer
14333.0,67,15,415.2,2,1,2,At Risk
14334.0,16,162,2552.21,4,4,4,Champion
14335.0,15,63,468.26,4,3,2,Loyal Customer
14336.0,16,90,1614.91,4,3,3,Loyal Customer
14338.0,160,31,588.22,1,2,2,At Risk
14339.0,242,14,309.52,1,1,2,At Risk
14340.0,218,6,134.7,1,1,1,At Risk
14341.0,44,129,2182.28,3,4,4,Loyal Customer
14342.0,20,21,668.5600000000001,3,2,2,Regular Customer
14344.0,126,71,889.9300000000001,2,3,3,Loyal Customer
14345.0,38,6,108.97999999999999,3,1,1,Regular Customer
14346.0,120,60,1021.58,2,3,3,Loyal Customer
14348.0,259,18,409.57,1,2,2,At Risk
14349.0,9,31,133.5,4,2,1,Regular Customer
14350.0,273,18,282.93,1,2,1,At Risk
14351.0,164,1,51.0,1,1,1,At Risk
14352.0,156,47,1078.96,1,3,3,Loyal Customer
14353.0,214,6,90.6,1,1,1,At Risk
14354.0,5,9,163.62,4,1,1,Regular Customer
14355.0,365,11,174.4,1,1,1,At Risk
14356.0,79,33,701.23,2,2,3,At Risk
14357.0,42,41,225.77,3,2,1,Regular Customer
14359.0,18,55,912.18,3,3,3,Loyal Customer
14360.0,31,118,2128.23,3,4,4,Loyal Customer
14362.0,21,41,161.2,3,2,1,Regular Customer
14364.0,108,69,3717.35,2,3,4,Loyal Customer
14367.0,7,524,9261.52,4,4,4,Champion
14368.0,319,8,155.0,1,1,1,At Risk
14371.0,294,4,100.5,1,1,1,At Risk
14373.0,357,4,76.55,1,1,1,At Risk
14375.0,184,75,257.68,1,3,1,Loyal Customer
14377.0,190,11,617.05,1,1,2,At Risk
14379.0,43,46,348.1,3,3,2,Loyal Customer
14381.0,51,56,202.68,2,3,1,Loyal Customer
14382.0,25,131,626.0699999999999,3,4,2,Loyal Customer
14383.0,37,59,1247.69,3,3,3,Loyal Customer
14385.0,8,14,202.11,4,1,1,Regular Customer
14386.0,296,7,142.4,1,1,1,At Risk
14387.0,32,140,1770.56,3,4,4,Loyal Customer
14388.0,9,186,3212.84,4,4,4,Champion
14389.0,64,45,1043.46,2,3,3,Loyal Customer
14390.0,9,286,4652.82,4,4,4,Champion
14393.0,217,5,67.95,1,1,1,At Risk
14395.0,1,350,3507.71,4,4,4,Champion
14396.0,64,73,487.99,2,3,2,Loyal Customer
14397.0,2,87,2612.96,4,3,4,Loyal Customer
14400.0,148,25,574.7,1,2,2,At Risk
14401.0,3,182,4051.48,4,4,4,Champion
14403.0,129,20,1475.81,2,2,3,At Risk
14404.0,33,103,1474.32,3,4,3,Loyal Customer
14406.0,118,8,156.75,2,1,1,At Risk
14407.0,106,73,2157.73,2,3,4,Loyal Customer
14408.0,10,107,2606.53,4,4,4,Champion
14409.0,70,54,2059.4500000000003,2,3,4,Loyal Customer
14410.0,91,194,1105.07,2,4,3,Loyal Customer
14411.0,310,14,1063.0,1,1,3,At Risk
14412.0,42,43,770.03,3,3,3,Loyal Customer
14413.0,361,23,122.7,1,2,1,At Risk
14414.0,91,97,1496.98,2,3,3,Loyal Customer
14415.0,0,590,5900.28,4,4,4,Champion
14416.0,21,14,490.22,3,1,2,Regular Customer
14418.0,3,124,1937.25,4,4,4,Champion
14419.0,10,206,1058.06,4,4,3,Champion
14420.0,98,29,387.52,2,2,2,At Risk
14421.0,56,27,813.11,2,2,3,At Risk
14422.0,0,222,4263.64,4,4,4,Champion
14423.0,217,3,265.2,1,1,1,At Risk
14424.0,17,1,322.08,4,1,2,Regular Customer
14426.0,23,224,4481.67,3,4,4,Loyal Customer
14427.0,49,17,363.34000000000003,3,1,2,Regular Customer
14428.0,6,144,1244.83,4,4,3,Champion
14431.0,302,17,470.36,1,1,2,At Risk
14432.0,9,382,2255.51,4,4,4,Champion
14434.0,21,12,1372.8,3,1,3,Regular Customer
14436.0,98,9,89.06,2,1,1,At Risk
14437.0,365,5,63.0,1,1,1,At Risk
14438.0,305,9,131.9,1,1,1,At Risk
14439.0,319,32,2661.24,1,2,4,At Risk
14440.0,7,55,2357.6800000000003,4,3,4,Loyal Customer
14441.0,0,51,1712.89,4,3,4,Loyal Customer
14442.0,204,63,1589.82,1,3,3,Loyal Customer
14443.0,53,93,1420.2,2,3,3,Loyal Customer
14446.0,0,293,1039.58,4,4,3,Champion
14447.0,18,70,1163.23,3,3,3,Loyal Customer
14448.0,8,20,375.35,4,2,2,Regular Customer
14449.0,18,258,907.1,3,4,3,Loyal Customer
14450.0,180,40,483.25,1,2,2,At Risk
14451.0,59,109,662.59,2,4,2,Loyal Customer
14452.0,10,62,264.44,4,3,1,Loyal Customer
14453.0,189,22,119.93,1,2,1,At Risk
14456.0,4,970,3062.4,4,4,4,Champion
14457.0,310,4,113.64,1,1,1,At Risk
14459.0,154,37,1837.92,1,2,4,At Risk
14460.0,109,16,434.34,2,1,2,At Risk
14461.0,147,180,2103.06,1,4,4,Loyal Customer
14462.0,65,240,2004.02,2,4,4,Loyal Customer
14463.0,97,6,529.62,2,1,2,At Risk
14465.0,246,130,1058.6200000000001,1,4,3,Loyal Customer
14466.0,28,72,2272.4,3,3,4,Loyal Customer
14467.0,17,90,598.76,4,3,2,Loyal Customer
14470.0,11,43,461.19,4,3,2,Loyal Customer
14472.0,103,281,1936.84,2,4,4,Loyal Customer
14473.0,73,7,234.34000000000003,2,1,1,At Risk
14474.0,45,29,547.66,3,2,2,Regular Customer
14475.0,71,42,925.85,2,3,3,Loyal Customer
14476.0,256,19,215.7,1,2,1,At Risk
14477.0,19,10,1309.6,3,1,3,Regular Customer
14479.0,253,18,316.25,1,2,2,At Risk
14480.0,10,13,279.05,4,1,1,Regular Customer
14481.0,164,30,636.51,1,2,2,At Risk
14482.0,17,144,2068.15,4,4,4,Champion
14483.0,281,9,137.1,1,1,1,At Risk
14484.0,49,14,321.92,3,1,2,Regular Customer
14485.0,38,47,165.75,3,3,1,Loyal Customer
14487.0,26,144,1196.33,3,4,3,Loyal Customer
14488.0,67,46,1064.28,2,3,3,Loyal Customer
14489.0,206,30,463.38,1,2,2,At Risk
14491.0,174,17,340.93,1,1,2,At Risk
14493.0,6,120,2383.2400000000002,4,4,4,Champion
14494.0,25,7,139.56,3,1,1,Regular Customer
14495.0,50,6,123.8,3,1,1,Regular Customer
14496.0,311,19,538.8100000000001,1,2,2,At Risk
14497.0,308,29,475.37,1,2,2,At Risk
14498.0,42,193,1957.32,3,4,4,Loyal Customer
14499.0,25,194,815.32,3,4,3,Loyal Customer
14500.0,87,7,356.85,2,1,2,At Risk
14501.0,183,10,251.21,1,1,1,At Risk
14502.0,19,624,2470.67,3,4,4,Loyal Customer
14503.0,2,164,3543.26,4,4,4,Champion
14504.0,46,107,673.26,3,4,2,Loyal Customer
14505.0,16,799,5905.64,4,4,4,Champion
14506.0,16,316,2012.17,4,4,4,Champion
14507.0,23,96,1383.18,3,3,3,Loyal Customer
14508.0,21,57,276.42,3,3,1,Loyal Customer
14511.0,10,68,1314.81,4,3,3,Loyal Customer
14512.0,187,23,275.28,1,2,1,At Risk
14513.0,100,12,455.59000000000003,2,1,2,At Risk
14514.0,60,73,1055.35,2,3,3,Loyal Customer
14515.0,17,101,2102.09,4,4,4,Champion
14517.0,32,18,330.45,3,2,2,Regular Customer
